oui	companyName
C4:54:44	Quanta Computer Inc
3C:CE:15	"Mercedes-Benz Usa, Llc"
70:B3:D5:AC:0	Ritec
00:E0:23	Telrad
00:04:75	3com
3C:1C:BE	Jadak Llc
70:B3:D5:3A:8	JamHub Corp
98:84:E3	Texas Instruments
2C:26:17	"Oculus VR, Llc"
00:E0:A2	Microslate Inc
00:13:B7	Scantech ID
00:1E:8B	"Infra Access Korea Co, Ltd"
BC:66:41:3	"Solectria Renewables, Llc"
70:B3:D5:B9:9	DomoSafety S.A.
68:54:FD	Amazon Tech Inc
00:10:21	"Encanto Networks, Inc"
00:D0:D9	Dedicated Microcomputers
00:16:61	Novatium Solutions (P) Ltd
8C:19:2D:A	TeleAlarm SA
1C:3B:8F	Selve GmbH & Co KG
A4:B1:97	"Apple, Inc"
28:A2:41	exlar Corp
00:03:76	"Graphtec Tech, Inc"
00:90:1A	Unisphere Solutions
00:06:52	"Cisco Systems, Inc"
00:50:C2:12:4	Tokai Soft Corp
00:1B:D9	Edgewater Wireless Systems Inc
00:50:C2:A2:0	Quorum Tech Ltd
C4:11:E0	"Bull Group Co, Ltd"
70:B3:D5:08:B	Peter Huber Kaeltemaschinenbau AG
00:22:73	Techway
70:B3:D5:C3:0	Polskie Sady Nowe Podole Sp. z o.o.
6C:AD:AD	"Chongqing Fugui Electronics Co, Ltd"
00:30:E5	Amper Datos S.A.
00:09:07	Chrysalis Development
94:5B:7E	Trilobit Ltda.
A4:0C:C3	"Cisco Systems, Inc"
B4:F6:1C	"Apple, Inc"
5C:02:72	Silicon Laboratories
48:12:58	"Huawei Tech Co, Ltd"
00:01:13	Olympus Corp
00:30:07	"Opti, Inc"
00:04:AB	Mavenir Inc
58:67:1A	Barnes&Noble
0C:05:35	Juniper Systems
C8:02:10	LG innotek
00:25:4E	"Vertex Wireless Co, Ltd"
40:D8:55:0E:D	IntelliDesign Pty Ltd
34:D0:B8:D	Ntx Embedded
98:F2:17	Castlenet Tech Inc
00:80:9A	Novus Networks Ltd
00:1F:3E	RP-Technik e.K.
AC:D3:64	"Abb Spa, Abb Sace Div."
70:B3:D5:3B:9	BirdDog Australia
00:03:3D	ILSHin Lab
00:08:E2	"Cisco Systems, Inc"
00:50:C2:A3:0	D-TA Systems
D4:AC:4E	"BODi rS, Llc"
90:B5:7F	"Shenzhen iComm Semiconductor Co, Ltd"
00:50:C2:FE:6	Exibea AB
EC:F4:BB	Dell Inc
50:1A:A5	GN Netcom A/S
00:76:86	"Cisco Systems, Inc"
00:20:44	Genitech Pty Ltd
00:13:B1	Intelligent Control Systems (Asia) Pte Ltd
00:18:F3	ASUSTek Computer Inc
00:21:3A	Winchester Systems Inc
20:B0:F7	Enclustra GmbH
00:50:C2:D2:E	RS Gesellschaft fur Informationstechnik mbH & Co KG
00:09:86	Metalink Ltd
00:0B:2D	Danfoss Inc
00:16:DB	"Samsung Electronics Co, Ltd"
F8:75:A4	"Lcfc(HeFei) Electronics Tech Co, Ltd"
00:90:C6	"Optim Systems, Inc"
78:6A:89	"Huawei Tech Co, Ltd"
48:86:E8	Microsoft Corp
70:B3:D5:9F:0	"Fujicom Co, Ltd"
70:B3:D5:03:D	"Quercus Tech, S.L."
D4:AB:82	"Arris Group, Inc"
F0:C4:2F	"Huawei Device Co, Ltd"
00:0B:F9	"Gemstone Communications, Inc"
00:1A:E9	"Nintendo Co, Ltd"
00:1B:BE	Icop Digital
58:67:7F	Clare Controls Inc
2C:D1:41:6	Bowei Tech Co Ltd
E4:1E:0A:A	FireAngel Safety Tech Ltd
CC:2D:E0	Routerboard.com
00:00:66	"Talaris Systems, Inc"
E4:58:B8	"Samsung Electronics Co, Ltd"
8C:19:2D:5	"Elco(Tianjin)Electronics Co, Ltd"
70:B3:D5:56:3	"Zhejiang Hao Teng Electronic Tech Co, Ltd"
2C:28:B7	"Hangzhou Ruiying Tech Co, Ltd"
9C:83:BF	"Pro-Vision, Inc"
30:0D:9E	"Ruijie Networks Co, Ltd"
00:50:C2:3F:9	Sintium Ltd
00:14:67	ArrowSpan Inc
24:A9:37	Pure Storage
10:8C:CF	"Cisco Systems, Inc"
34:4F:3F	"IO-Power Tech Co, Ltd"
00:57:D2	"Cisco Systems, Inc"
E8:CC:18	D-Link International
00:50:C2:CB:5	Private
9C:41:7C	"Hame Tech Co, Ltd"
40:D8:55:01:8	Staneo Sas
A8:D3:F7	Arcadyan Tech Corp
8C:81:26	Arcom
48:F1:7F	Intel Corp
00:0D:DD	Profilo Telra Elektronik Sanayi ve Ticaret. A.Ş
60:BD:91	Move Innovation
1C:4B:B9	"Smg Enterprise, Llc"
14:60:CB	"Apple, Inc"
94:FB:A7:3	"Guang Dong Takstar Electronic Co, Ltd"
A0:31:DB	"Huawei Tech Co, Ltd"
00:E0:84	Compulite R&D
D0:76:E7	"TP-Link Tech Co, Ltd"
00:03:DA	"Takamisawa Cybernetics Co, Ltd"
00:50:C2:94:8	Electronia
70:B3:D5:54:D	"Qingdao Haitian Weiye Automation Control System Co, Ltd"
98:F9:C7:E	"NC-Link Tech Co, Ltd"
7C:F2:DD	Vence Corp
18:FD:CB:7	Energie IP
94:90:34	"Shenzhen Chuangwei-Rgb Electronics Co, Ltd"
70:B3:D5:62:E	"Lineage Power Pvt Ltd,"
00:20:51	Verilink Corp
00:07:E9	Intel Corp
94:FE:F4	Sagemcom Broadband Sas
6C:3E:6D	"Apple, Inc"
28:C6:8E	Netgear
64:77:91	"Samsung Electronics Co, Ltd"
58:94:A2	Ketek GmbH
00:C0:3F	"Stores Automated Systems, Inc"
D8:42:AC	"Shanghai Feixun Communication Co, Ltd"
00:50:C2:F3:A	Saia Burgess Controls AG
44:65:0D	Amazon Tech Inc
AC:2D:A9	Tecno Mobile Ltd
E0:99:71	"Samsung Electronics Co, Ltd"
0C:72:D9	zte Corp
70:B3:D5:35:1	Kst Tech
00:60:E4	"Compuserve, Inc"
00:0F:05	3B System Inc
F8:A2:B4	Rhewa-Waagenfabrik August Freudewald GmbH &amp;Co KG
3C:FA:D3:6	Nox Medical
FC:66:CF	"Apple, Inc"
00:13:0E	Focusrite Audio Engineering Ltd
00:1A:F4	Handreamnet
00:24:51	"Cisco Systems, Inc"
00:25:79	J & F Labs
40:4E:36	Htc Corp
70:DF:2F	"Cisco Systems, Inc"
70:B3:D5:F7:2	Hanshin Electronics
08:00:84	Tomen Electronics Corp
00:09:73	"Lenten Tech Co, Ltd"
00:50:C2:A5:1	Y-products CoLtd
00:26:90	I DO IT
40:4A:18	Addrek Smart Solutions
70:B3:D5:41:2	Tattile Srl
00:0A:8E	Invacom Ltd
00:50:C2:1C:A	Ever Sp. z o.o.
00:50:C2:9D:A	Neutronik e.K.
3C:97:0E	"Wistron InfoComm(Kunshan)Co, Ltd"
D4:1D:71	Palo Alto Networks
08:3A:88	"Universal Global Scientific Industrial Co, Ltd"
00:1E:71	MIrcom Group of Companies
00:24:8C	ASUSTek Computer Inc
70:B3:D5:07:B	wallbe GmbH
04:D1:6E:A	Metra Electronics
20:74:54	"vivo Mobile Communication Co, Ltd"
90:0A:84	"Mellanox Tech, Inc"
00:1E:22	Arvoo Imaging Products BV
00:18:E4	Yiguang
00:50:C2:ED:6	Cat AB
A8:17:58	Elektronik System i Umeå AB
20:87:56	Siemens AG
00:11:01	Cet Tech Pte Ltd
94:0C:6D	"TP-Link Tech Co, Ltd"
E0:DD:C0	"vivo Mobile Communication Co, Ltd"
70:B3:D5:D1:E	Houston Radar Llc
00:50:C5	"Ads Tech, Inc"
08:00:40	Ferranti Computer Sys. Ltd
00:05:3E	Kid Systeme GmbH
00:12:60	"Stanton Magnetics, Inc"
9C:45:63	Dimep Sistemas
00:1B:C5:0A:6	Balter Security GmbH
BC:0D:A5	Texas Instruments
70:B3:D5:08:9	Kazdream Tech Llp
00:60:E5	"Fuji Automation Co, Ltd"
00:0C:9D	"UbeeAirWalk, Inc"
00:16:3F	CReTE Systems Inc
00:18:96	Great Well Electronic Ltd
EC:6F:0B	"Fadu, Inc"
00:16:67	A-Tec Subsystem Inc
A8:E5:39	"Moimstone Co, Ltd"
10:30:34	Cara Systems
38:3B:26	"Jiangsu Qinheng Co, Ltd"
00:00:9E	Marli S.A.
00:05:FD	PacketLight Networks Ltd
00:1D:8C	La Crosse Tech Ltd
C4:7D:46	Fujitsu Ltd
70:B3:D5:BD:F	H2o-Yug Llc
44:01:BB	Shenzhen Bilian Electronic Co，Ltd
A8:76:50	"Samsung Electronics Co, Ltd"
00:50:C2:72:A	Phytec Messtechnik GmbH
A0:82:1F	"Samsung Electronics Co, Ltd"
C8:9F:1D	"Shenzhen Communication Tech Co, Ltd"
60:51:2C	Tct mobile Ltd
C8:B5:AD	Hewlett Packard Enterprise
80:82:23	"Apple, Inc"
00:80:F9	Heurikon Corp
F8:1A:67	"TP-Link Tech Co, Ltd"
70:B3:D5:62:D	elements
B0:22:7A	HP Inc
00:DD:04	Ungermann-Bass Inc
00:50:C2:12:5	Tecwings GmbH
00:17:4F	iCatch Inc
00:24:39	Digital Barriers Advanced Tech
84:78:8B	"Apple, Inc"
00:40:0D	"Lannet Data Communications, Ltd"
00:30:F2	"Cisco Systems, Inc"
00:50:C2:1A:0	Sca Data Systems
84:39:BE:8	Diamond Products Llc
70:B3:D5:38:B	Lookman Electroplast Industries Ltd
70:B3:D5:F2:7	"Nirit- Xinwei Telecom Tech Co, Ltd"
3C:FA:D3	Ieee Registration Authority
B0:7D:64	Intel Corp
00:09:43	"Cisco Systems, Inc"
00:0B:F4	Private
00:21:CA	"Art System Co, Ltd"
00:50:C2:D4:D	Yardney Technical Products Inc
70:B3:D5:41:E	Redler Computers
C8:D0:83	"Apple, Inc"
9C:82:3F	"Huawei Device Co, Ltd"
78:D4:F1:4	"Byd Auto lndustry Co, Ltd"
00:07:3B	Tenovis GmbH & Co KG
00:0F:D7	Harman Music Group
A0:08:6F	"Huawei Tech Co, Ltd"
70:B3:D5:75:8	Grossenbacher Systeme AG
14:2A:14	"ShenZhen Selenview Digital Tech Co, Ltd"
48:3F:DA	Espressif Inc
70:B3:D5:EE:F	Tattile Srl
70:B3:D5:C4:6	eumig industrie-tv GmbH
00:09:F2	"Cohu, Inc, Electronics Division"
00:50:C2:53:5	Mms Servis s.r.o.
88:53:D4	"Huawei Tech Co, Ltd"
C0:4D:F7	Serelec
40:D8:55:10:1	e.p.g. Elettronica Srl
30:A9:DE	LG innotek
70:B3:D5:D1:3	Irt Tech
D0:04:01	"Motorola Mobility Llc, a Lenovo Co"
70:B3:D5:FD:D	Laser Imagineering Vertriebs GmbH
00:0E:92	Open Telecom
00:1F:E9	"Printrex, Inc"
14:F4:2A	"Samsung Electronics Co, Ltd"
DC:39:79	"Cisco Systems, Inc"
48:6E:FB	"Davit System Tech Co, Ltd"
30:63:6B	"Apple, Inc"
18:BB:26	FN-Link Tech Ltd
B8:B2:F8	"Apple, Inc"
F8:60:F0	"Aruba, a Hewlett Packard Enterprise Co"
70:B3:D5:D3:9	Ashida Electronics Pvt. Ltd
A4:DA:22:0	General Electric Co
C0:25:2F	"Shenzhen Mercury Communication Tech Co, Ltd"
00:90:FC	Network Computing Devices
00:1B:A2	Ids Imaging Development Systems GmbH
00:50:C2:87:D	AT&T Government Solutions
00:13:D9	"Matrix Product Development, Inc"
30:AA:BD	"Shanghai Reallytek Information Tech Co, Ltd"
84:8E:DF	Sony Corp
70:B3:D5:4A:1	Herholdt Controls srl
C0:EE:40	Laird Tech
7C:76:35	Intel Corp
00:10:79	"Cisco Systems, Inc"
00:08:96	"Printronix, Inc"
00:1B:6F	Teletrak Ltd
A0:A8:CD	Intel Corp
40:D8:55:17:4	EcoGuard AB
E4:12:1D	"Samsung Electronics Co, Ltd"
70:B3:D5:BA:2	"Mamac Systems, Inc"
04:D1:6E:D	Elotec Fischer Elektronik GmbH
00:C0:5B	"Networks Northwest, Inc"
00:50:1E	"Grass Valley, A Belden Brand"
D4:F0:B4	Napco Security Tech
E8:61:1F	"Dawning Information Industry Co, Ltd"
5C:E7:BF	"New Singularity International Technical Development Co, Ltd"
10:DC:B6:A	Pickering Interfaces Ltd
00:B0:80	Mannesmann Ipulsys B.V.
00:23:01	Witron Tech Ltd
60:11:99	Siama Systems Inc
98:49:14	Wistron Neweb Corp
00:50:C2:E6:6	"Emac, Inc"
BC:66:41:C	"Shenzhen Crave Communication Co, Ltd"
70:B3:D5:2F:C	Loanguard T/A SE Controls
00:1E:F3	From2
08:68:EA	"Eito Electronics Co, Ltd"
40:D8:55:15:E	Prodco International Inc
D0:53:49	Liteon Tech Corp
CC:CE:1E	Avm Audiovisuelles Marketing und Computersysteme GmbH
70:B3:D5:4C:E	Agilack
28:36:38:A	Bluekey Pty Ltd
AC:C6:62	MitraStar Tech Corp
F0:B3:EC	"Apple, Inc"
00:1B:1A	"e-trees Japan, Inc"
20:1A:06	"Compal Information (Kunshan) Co, Ltd"
9C:4E:BF	BoxCast
9C:AF:6F	Itel Mobile Ltd
08:F8:BC	"Apple, Inc"
70:B3:D5:94:B	RF Code
E8:6C:C7:C	Ltd Liability Co M.S.Korp
00:50:C2:9E:3	Sai Informationstechnik
00:50:C2:BD:A	Digital Lumens
48:74:6E	"Apple, Inc"
F4:FD:2B	Zoyi Co
A0:63:91	Netgear
28:36:38:8	Havells India Ltd
00:11:C9	Mtt Corp
00:50:C2:71:1	Linkit S.R.L.
00:22:B2	4rf Communications Ltd
00:23:CF	Cummins-Allison Corp
D8:7D:7F	Sagemcom Broadband Sas
F8:6C:03	"Shenzhen Teleone Tech Co, Ltd"
00:50:C2:D3:0	"Activ Financial Systems, Inc"
40:D8:55:00:F	"Digital Dynamics, Inc"
70:B3:D5:FC:6	Tecnint Hte Srl
64:05:E4	"Alpsalpine Co,.Ltd"
00:17:AD	AceNet Corp
00:21:71	"Wesung Tnc Co, Ltd"
5C:38:E0	"Shanghai Super Electronics Tech Co, Ltd"
94:41:C1	Mini-Cam Ltd
34:00:8A:5	Federal Aviation Administration
B4:A2:EB:D	Salzbrenner media GmbH
00:00:C3	Harris Corp
44:11:C2	Telegartner Karl Gartner GmbH
10:7B:CE	Nokia
00:A0:E5	Nhc Communications
3C:B7:4B	Technicolor CH Usa Inc
68:34:89	Lea Professional
84:3E:92	"Huawei Tech Co, Ltd"
C0:9B:F4:2	Hitachi High-Tech Materials Corp
AC:23:16	"Mist Systems, Inc"
28:BA:B5	"Samsung Electronics Co, Ltd"
D8:55:A3	zte Corp
00:90:98	"Sbc Designs, Inc"
00:13:D4	ASUSTek Computer Inc
00:1C:B0	"Cisco Systems, Inc"
00:24:4F	Asantron Tech Ltd
80:47:31	"Packet Design, Inc"
C8:F3:86	"Shenzhen Xiaoniao Tech Co, Ltd"
A4:58:0F:7	"Changsha Tai Hui Network Tech Co, Ltd"
00:40:90	Ansel Communications
00:40:D3	Kimpsion International Corp
00:90:A6	"Cisco Systems, Inc"
00:18:B6	"S3c, Inc"
30:4A:26	"Shenzhen Trolink Tech Co, Ltd"
18:74:E2:2	"Shenzhen Witstech Co, Ltd"
00:50:C2:61:5	Axis Electronics
24:21:AB	Sony Corp
E0:7C:13	zte Corp
40:48:FD:7	Cloud4Wi
40:D8:55:0D:3	Leco Corp
38:B8:EB:5	Dojo-Labs Ltd
70:B3:D5:03:C	Ultimate Software
30:B3:46	Cjsc Norsi-Trans
F8:5E:3C	"Shenzhen Zhibotong Electronics Co, Ltd"
00:10:56	"Sodick Co, Ltd"
00:02:B4	Daphne
00:09:9A	"Elmo Co, Ltd"
00:50:C2:41:1	Multimessage Systems Ltd
64:F8:8A	China Mobile Iot Co Ltd
58:FD:BE	"Shenzhen Taikaida Tech Co, Ltd"
94:39:E5	"Hon Hai Precision Ind. Co, Ltd"
34:95:DB	Logitec Corp
54:EA:A8	"Apple, Inc"
00:D0:F4	Carinthian Tech Institute
00:1A:B7	Ethos Networks Ltd
CC:E8:AC	"Soyea Tech Co, Ltd"
F8:8A:3C:1	Carefree of Colorado
70:B3:D5:BF:7	Fischer Connectors
FC:58:DF	Interphone Service
34:6D:9C	Carrier Corp
00:50:C2:34:D	Bmk professional electronics GmbH
00:24:CD	"Willow Garage, Inc"
34:80:B3	Xiaomi Communications Co Ltd
24:88:94	shenzhen lensun Communication Tech Ltd
10:DF:FC	Siemens AG
CC:EF:03	"Hunan Keyshare Communication Tech Co, Ltd"
F0:D7:AF:5	"Dongguan Huili electroacoustic Industrial Co, Ltd"
00:0A:43	"Chunghwa Telecom Co, Ltd"
00:50:C2:14:0	"Its, Inc"
84:6E:B1	Park Assist Llc
70:B3:D5:27:2	Telecom Sante
70:B3:D5:B2:D	Plexus
F4:B5:AA	zte Corp
00:0C:9A	Hitech Electronics Corp
00:15:D1	"Arris Group, Inc"
00:15:D7	Reti Corp
F8:0B:CB	"Cisco Systems, Inc"
00:24:77	Tibbo Tech
BC:54:51	"Samsung Electronics Co, Ltd"
00:09:64	"Hi-Techniques, Inc"
00:0B:A1	Fujikura Solutions Ltd
00:13:2C	Maz Brandenburg GmbH
00:16:00	CelleBrite Mobile Synchronization
00:1B:16	Celtro Ltd
00:1F:84	Gigle Semiconductor
58:50:ED	"Hangzhou Hikvision Digital Tech Co, Ltd"
C0:81:70	Effigis GeoSolutions
70:B3:D5:85:D	Athreya Inc
78:D8:00:3	"Shenzhen Scodeno Tech Co,. Ltd"
44:D5:F2:7	"Shenzhen Qiutian Tech Co, Ltd"
EC:13:DB	Juniper Networks
70:B3:D5:E7:D	"Nanjing Dandick Science&Tech development Co, Ltd"
00:E0:06	Silicon Integrated Sys. Corp
00:26:1A	Femtocomm System Tech Corp
6C:22:AB	Ainsworth Game Tech
C4:D4:89	"JiangSu Joyque Information Industry Co, Ltd"
3C:0F:C1	Kbc Networks
BC:44:B0	Elastifile
FC:A4:7A:4	Hooc AG
70:B3:D5:35:6	Brs Sistemas Eletrônicos
70:B3:D5:9A:B	Groupe Paris-Turf
00:90:5A	"Dearborn Group, Inc"
00:0D:F4	Watertek Co
00:15:C9	"Gumstix, Inc"
00:26:3F	Lios Tech GmbH
70:B3:D5:70:2	Sensor Highway Ltd
70:4E:66	"Shenzhen Fast Tech Co, Ltd"
00:C0:19	"Leap Tech, Inc"
00:03:10	E-Globaledge Corp
00:1B:22	Palit Microsystems ( H.K.) Ltd
40:51:6C	Grandex International Corp
6C:71:BD	Ezelink Telecom
70:B3:D5:E9:4	Lumiplan Duhamel
00:50:C2:18:8	dresden-elektronik
44:D4:E0	Sony Corp
70:B3:D5:E4:A	Icp NewTech Ltd
00:0B:A9	"CloudShield Tech, Inc"
00:16:82	"Pro Dex, Inc"
00:18:0E	Avega Systems
00:22:02	Excito Elektronik i Skåne AB
00:06:11	"Zeus Wireless, Inc"
00:50:C2:B1:8	Rosslare Enterprises Ltd
00:50:C2:E8:2	Xplore Tech Corp
80:E8:6F	"Cisco Systems, Inc"
70:B3:D5:DA:C	"Dalian Laike Tech Development Co, Ltd"
EC:B4:E8	Wistron Mexico SA de CV
60:56:61	Ixecloud Tech
00:10:22	SatCom Media Corp
00:D0:16	"Scm Microsystems, Inc"
80:EA:23	Wistron Neweb Corp
54:1E:56	Juniper Networks
40:1B:5F	"Weifang Goertek Electronics Co, Ltd"
2C:16:BD:B	Lingdong Tech (Beijing) Co Ltd
F8:DA:DF	"EcoTech, Inc"
D0:D3:E0	"Aruba, a Hewlett Packard Enterprise Co"
00:04:19	"Fibercycle Networks, Inc"
00:90:BA	"Valid Networks, Inc"
00:09:C9	"BlueWINC Co, Ltd"
00:11:EF	Conitec Datensysteme GmbH
00:13:57	"Soyal Tech Co, Ltd"
90:34:2B	"Gatekeeper Systems, Inc"
00:11:89	Aerotech Inc
00:1B:C5:00:E	Vigor Electric Corp
BC:66:41:B	Sidus Novum Sp. z o. o.
08:1F:71	"TP-Link Tech Co, Ltd"
A8:BB:50	WiZ IoT Co Ltd
D4:1B:81	"Chongqing Fugui Electronics Co, Ltd"
00:1F:C4	"Arris Group, Inc"
80:F6:2E	"Hangzhou H3c Tech Co, Ltd"
DC:6F:08	Bay Storage Tech
FC:62:B9	"Alpsalpine Co,.Ltd"
70:B3:D5:EE:D	Comm-connect A/S
C8:BC:E5	Sense Things Japan Inc
00:50:C2:09:0	Invensys Controls Network Systems
00:18:DA	Würth Elektronik eiSos GmbH & Co KG
00:25:BF	Wireless Cables Inc
50:89:65	"Shenzhen Mercury Communication Tech Co, Ltd"
00:50:C2:6D:C	"L-3 Communications Mobile-Vision, Inc"
00:25:B8	"Agile Communications, Inc"
00:50:C2:C2:E	Dismuntel Sal
34:12:F9	"Huawei Tech Co, Ltd"
70:B3:D5:6C:8	Sicon srl
00:1D:A6	Media Numerics Ltd
40:D8:55:17:3	Contec Steuerungstechnik & Automation GmbH
D0:BA:E4	"Shanghai Mxchip Information Tech Co, Ltd"
A0:D3:85	Auma Riester GmbH & Co KG
38:3A:21:8	Alicat Scientific
70:B3:D5:1D:4	Brinkmann Audio GmbH
00:A0:2E	"Brand Communications, Ltd"
98:0C:82	"Samsung Electro Mechanics Co, Ltd"
40:D8:55:08:9	"Wuhan Xingtuxinke ELectronic Co, Ltd"
70:B3:D5:34:F	Royal Engineering Consultancy Private Ltd
18:4C:AE	Continental
00:03:BD	"OmniCluster Tech, Inc"
00:06:7F	"Digeo, Inc"
00:12:CE	Advanced Cybernetics Group
00:19:C4	Infocrypt Inc
A4:21:8A	Nortel Networks
1C:67:58	"Huawei Tech Co, Ltd"
00:80:C4	"Document Tech, Inc"
70:B3:D5:18:D	Foro Tel
20:96:8A	"China Mobile (Hangzhou) Information Tech Co, Ltd"
28:64:B0	"Huawei Device Co, Ltd"
F0:2A:2B:A	Navigil Ltd
48:9D:D1	"Samsung Electronics Co, Ltd"
00:50:21	"Eis International, Inc"
00:50:C2:67:6	Eds
00:50:C2:8E:1	Deutscher Weterdienst
00:24:46	Mmb Research Inc
40:50:B5	"Shenzhen New Species Tech Co, Ltd"
7C:24:0C	"Telechips, Inc"
00:16:FE	"Alpsalpine Co,.Ltd"
00:19:0D	Ieee 1394c
9C:77:AA	Nadasnv
70:B3:D5:B7:0	Torion Plasma Corp
20:85:93:C	Regloplas AG
00:40:68	Extended Systems
00:10:81	"Dps, Inc"
00:50:C2:55:1	Innovative Neurotroncs
00:1F:33	Netgear
00:1F:46	Nortel Networks
E0:1D:3B	"Cambridge Industries(Group) Co, Ltd"
AA:34:D4	Cdvi Wireless SpA
00:A0:0C	"Kingmax Tech, Inc"
00:09:EA	Yem Inc
00:50:C2:52:B	Sicon srl
64:80:99	Intel Corp
24:B6:57	"Cisco Systems, Inc"
94:9D:57	Panasonic do Brasil Limitada
70:B3:D5:43:5	"Wuhan Xingtuxinke ELectronic Co, Ltd"
70:B3:D5:A1:C	Meca System
00:50:97	Mmc-Embedded Computertechnik GmbH
00:06:6F	Korea Data Systems
00:50:C2:77:C	Atec Srl
00:1F:E8	"Kurusugawa Electronics Industry Inc,."
B0:E8:92	Seiko Epson Corp
9C:37:F4	"Huawei Tech Co, Ltd"
B0:C5:CA:3	"abode systems, Inc"
70:B3:D5:96:8	Lgm Ingénierie
70:B3:D5:C5:E	Frog Cellsat Ltd
00:50:C2:78:1	Starling Advanced Communications
00:1E:85	Lagotek Corp
00:50:C2:C7:4	Wapice Ltd
00:17:83	Texas Instruments
00:50:C2:8B:E	The Pennsylvania State University
1C:66:6D	"Hon Hai Precision Ind. Co, Ltd"
40:D2:5F	Itel Mobile Ltd
00:04:B2	Essegi Srl
00:50:C2:39:B	"Yuyama Mfg Co, Ltd"
00:50:C2:79:0	GE Security Kampro
C4:71:FE	"Cisco Systems, Inc"
AC:6B:0F	"Cadence Design Systems, Inc"
8C:1C:DA:2	Geomc
00:1D:15	"Shenzhen Dolphin Electronic Co, Ltd"
0C:29:EF	Dell Inc
30:49:50:3	Morgan Schaffer Inc
00:30:FB	Azs Tech AG
00:0A:0B	"Sealevel Systems, Inc"
00:0B:18	Private
00:50:C2:A1:8	Eoslink
14:6E:0A	Private
E0:8E:3C	Aztech Electronics Pte Ltd
00:50:C2:05:2	Mayo Foundation
00:11:D9	TiVo
00:26:C8	System Sensor
48:F3:17	Private
F8:F0:82	Nagtech Llc
70:B3:D5:06:A	"Guangdong Centnet Tech Co, Ltd"
3C:7D:0A	"Apple, Inc"
00:07:BB	Candera Inc
70:B3:D5:27:A	TD Ecophisika
44:D5:F2:E	Joint-Stock Co Research and Development Center Elvees
28:48:E7	"Huawei Device Co, Ltd"
70:B3:D5:80:4	Pmt Corp
70:B3:D5:73:D	Netways GmbH
00:20:C8	Larscom Inc
00:18:2C	"Ascend Networks, Inc"
00:50:C2:AD:0	Geonautics Australia Pty Ltd
08:E5:DA	"Nanjing Fujitsu Computer Products Co, Ltd"
74:29:AF	"Hon Hai Precision Ind. Co, Ltd"
34:9E:34	Evervictory Electronic CoLtd
A4:3E:51	Anov France
CC:89:5E	"Huawei Tech Co, Ltd"
70:B3:D5:8A:8	megatec electronic GmbH
70:B3:D5:98:1	Zamir Recognition Systems Ltd
00:05:3F	"VisionTek, Inc"
00:50:C2:62:2	2N Telekomunikace a.s.
00:1A:DB	"Arris Group, Inc"
00:50:C2:88:F	Keynote Sigos GmbH
60:F5:9C	Cru-Dataport
40:D8:55:10:7	"Smith Meter, Inc"
44:03:77:8	"Gemmy Electronics (Shenzhen) Co, Ltd"
70:B3:D5:93:D	Elmeasure India Pvt Ltd
8C:47:6E:5	Square Inc
B8:8D:F1	"Nanjing BigFish Semiconductor Co, Ltd"
98:FA:A7	Innonet
00:50:C2:15:A	Plextek Ltd
00:0A:57	Hewlett Packard
00:1B:FC	ASUSTek Computer Inc
A4:B2:A7	Adaxys Solutions AG
00:50:C2:CC:4	GD Mission Systems
6C:5C:3D:A	krtkl Inc
00:07:01	Racal-Datacom
AC:3C:B4	Nilan A/S
9C:69:B4:9	Teptron AB
E0:37:17	Technicolor CH Usa Inc
6C:DD:BC	"Samsung Electronics Co, Ltd"
CC:B5:D1	"Beijing Xiaomi Mobile Software Co, Ltd"
00:50:C2:96:0	kuroneko dennnou kenkyuushitsu
14:CC:20	"TP-Link Tech Co, Ltd"
FC:D2:B6:8	Oviss Labs Inc
2C:48:81	"vivo Mobile Communication Co, Ltd"
C4:F0:EC	"Fiberhome Telecommunication Tech Co, Ltd"
70:61:EE	"Sunwoda Electronic Co, Ltd"
00:16:38	"Tecom Co, Ltd"
00:50:C2:BA:0	txtr GmbH
98:F5:A9	Ohsung
70:B3:D5:AA:C	SensoTec GmbH
C4:F5:A5	"Kumalift Co, Ltd"
4C:F9:5D	"Huawei Tech Co, Ltd"
34:E9:FE	"Metis Co, Ltd"
00:0B:BC	"En Garde Systems, Inc"
00:50:C2:BF:7	Phytec Messtechnik GmbH
04:62:D7	Alstom Hydro France
50:01:BB	"Samsung Electronics Co, Ltd"
D0:73:8E	"Dong OH Precision Co, Ltd"
C8:F9:C8	"NewSharp Tech(SuZhou)Co, Ltd"
50:28:73	"Huawei Device Co, Ltd"
00:40:2B	"Trigem Computer, Inc"
00:09:0D	Leader Electronics Corp
00:50:C2:EC:A	BitWise Controls
F0:D7:AA	"Motorola Mobility Llc, a Lenovo Co"
C8:DE:C9	Coriant
5C:64:7A	"Huawei Tech Co, Ltd"
00:1A:75	Sony Corp
F8:20:55	Green Information System
70:B3:D5:3B:D	Dao Qin Tech CoLtd
70:B3:D5:B3:6	Cetitec GmbH
00:0B:1D	"LayerZero Power Systems, Inc"
B0:6E:BF	ASUSTek Computer Inc
70:B3:D5:67:D	"Acrodea, Inc"
00:50:C2:6E:5	"Boeckeler Instruments, Inc"
40:D8:55:16:6	"Anhui Jiante Network Tech Co, Ltd"
C4:F7:D5	"Cisco Systems, Inc"
